WIFI;12.185;866773.270;guest;00:0f:e2:fb:f0:11;-78
WIFI;12.185;866773.270;TP-LINK_D875;8c:a6:df:b0:d8:75;-59
WIFI;12.185;866773.270;;a4:93:3f:a8:bb:10;-75
WIFI;12.185;866773.270;guest;00:0f:e2:fb:f1:91;-63
WIFI;12.185;866773.270;Mobile;00:0f:e2:fb:f1:90;-59
WIFI;12.185;866773.270;guest;3c:f5:cc:83:71:91;-47
WIFI;12.185;866773.270;.WiFiBeijing;e4:95:6e:40:d5:ec;-69
WIFI;12.185;866773.270;;a4:93:3f:a8:bb:0d;-78
WIFI;12.185;866773.270;bmp;00:23:89:de:ae:92;-67
WIFI;12.185;866773.270;guest;00:23:89:de:ae:91;-68
WIFI;12.185;866773.270;;7c:a1:77:6e:16:c8;-80
WIFI;12.185;866773.270;guest;ac:74:09:25:de:41;-71
WIFI;12.185;866773.270;collar;b0:95:8e:b7:01:85;-79
WIFI;12.185;866773.270;biqi;42:68:9d:53:93:41;-77
WIFI;12.185;866773.270;hr1;0c:82:68:aa:c1:1e;-77
WIFI;12.185;866773.270;Ochirly;84:82:f4:2e:7c:05;-63
WIFI;12.185;866773.270;Modern Free;74:85:c4:09:0d:13;-68
WIFI;12.185;866773.270;bmp;74:85:c4:09:0d:12;-76
WIFI;12.185;866773.270;Modern Free;50:da:00:df:a5:a3;-65
WIFI;12.185;866773.270;bmp;50:da:00:df:a5:a2;-65
WIFI;12.185;866773.270;guest;50:da:00:df:a5:a1;-67
WIFI;12.185;866773.270;Mobile;50:da:00:df:a5:a0;-64
WIFI;12.185;866773.270;guest;50:da:00:df:a5:41;-71
WIFI;12.185;866773.270;Mobile;50:da:00:df:a5:40;-72
WIFI;12.185;866773.270;COSTA;e4:95:6e:40:d5:e6;-84
WIFI;12.185;866773.270;maancoffee;e4:95:6e:40:d5:e6;-82
WIFI;12.185;866773.270;CMCC-WEB;e4:95:6e:40:d5:e6;-83
WIFI;12.185;866773.270;ChinaUnicom;fe:ff:ff:c0:6b:80;-70
WIFI;12.185;866773.270;Modern Free;3c:f5:cc:83:21:33;-62
WIFI;12.185;866773.270;bmp;3c:f5:cc:83:21:32;-71
WIFI;12.185;866773.270;guest;3c:f5:cc:83:21:31;-62
WIFI;12.185;866773.270;Mobile;3c:f5:cc:83:21:30;-62
WIFI;12.185;866773.270;ChinaUnicom;fe:ff:ff:c0:6a:80;-64
WIFI;12.185;866773.270;ChinaUnicom;fe:ff:ff:c0:68:80;-69
WIFI;12.185;866773.270;ChinaUnicom;fe:ff:ff:c0:6c:00;-79
WIFI;12.185;866768.088;bmp;3c:f5:cc:83:22:32;-76
WIFI;12.185;866768.088;guest;50:da:00:df:9a:01;-77
WIFI;12.185;866768.088;Mobile;50:da:00:df:9a:00;-77
WIFI;12.185;866768.088;guest;74:85:c4:09:5c:71;-68
WIFI;12.185;866768.088;CU_Y9MA;74:1e:93:62:1f:e8;-68
WIFI;12.185;866768.088;guest;3c:f5:cc:83:22:31;-75
WIFI;12.185;866768.088;Mobile;3c:f5:cc:83:22:30;-72
WIFI;12.185;866768.088;Modern Free;50:da:00:df:9a:03;-71
WIFI;12.185;866768.088;bmp;50:da:00:df:9a:02;-81
WIFI;12.185;866768.088;bmp;74:85:c4:09:5c:72;-76
WIFI;12.185;866768.088;;7c:a1:77:6e:16:cb;-72
WIFI;12.185;866768.088;ChinaNet;e4:95:6e:40:d5:e6;-74
WIFI;12.185;866768.088;Modern Free;00:23:89:d2:80:b3;-75
WIFI;12.185;866768.088;Modern Free;3c:f5:cc:83:bb:73;-70
WIFI;12.185;866768.088;bmp;ac:74:09:25:de:42;-62
WIFI;12.185;866768.088;Mobile;ac:74:09:25:de:40;-64
WIFI;12.185;866768.088;Modern Free;50:da:00:df:a5:43;-79
WIFI;12.185;866768.088;Mobile;74:85:c4:09:0d:10;-68
WIFI;12.185;866768.088;Modern Free;ac:74:09:25:de:43;-64
WIFI;12.185;866768.088;Mobile;00:23:89:de:ae:90;-74
WIFI;12.185;866768.088;HUAWEI-E5573-A756;04:79:70:e8:a7:56;-89
WIFI;12.185;866768.088;ChinaNet;e4:95:6e:40:d5:f4;-87
WIFI;12.185;866768.088;ssid;00:0c:43:76:e1:4c;-81
WIFI;12.185;866768.088;bmp;c4:ca:d9:08:a5:52;-80
WIFI;12.185;866768.088;ChinaUnicom;e4:95:6e:44:6d:ff;-60
WIFI;12.185;866768.088;Modern Free;00:0f:e2:fc:41:93;-84
WIFI;12.185;866768.088;Starbucks;e4:95:6e:44:6d:ff;-62
WIFI;12.185;866768.088;GANT;24:69:68:e0:34:24;-80
WIFI;12.185;866768.088;ChinaUnicom;fe:ff:ff:c0:6a:00;-77
WIFI;12.185;866768.088;maancoffee;e4:95:6e:44:6d:ff;-59
WIFI;12.185;866768.087;CMCC-WEB;e4:95:6e:44:6d:ff;-59
AHRS;12.251;866787.183;15.2149;5.2807;-176.8663;0.04926;-0.13095;-0.98961;3
MAGN;12.252;866787.183;0.81250;-30.87500;-30.00000;3
GYRO;12.252;866787.183;0.50335;-0.04887;-0.06842;3
MAGN;12.252;866787.193;0.81250;-31.06250;-29.56250;3
ACCE;12.253;866787.198;-2.82516;2.17394;10.11311;3
AHRS;12.253;866787.203;15.7767;5.2158;-176.9044;0.04876;-0.13583;-0.98898;3
MAGN;12.253;866787.203;1.25000;-31.00000;-28.93750;3
GYRO;12.253;866787.203;1.10567;0.51068;0.15149;3
MAGN;12.253;866787.213;0.93750;-31.31250;-29.00000;3
ACCE;12.254;866787.218;-2.50912;2.66235;7.85298;3
AHRS;12.254;866787.223;17.2179;6.6879;-176.5724;0.06212;-0.14764;-0.98635;3
MAGN;12.254;866787.223;0.81250;-31.75000;-28.81250;3
GYRO;12.254;866787.223;1.04336;1.18141;0.50091;3
MAGN;12.254;866787.233;1.25000;-31.93750;-29.12500;3
ACCE;12.254;866787.238;-2.57616;2.77727;7.11557;3
AHRS;12.254;866787.243;18.4689;7.8326;-175.9633;0.07301;-0.15763;-0.98374;3
MAGN;12.255;866787.243;1.25000;-31.93750;-28.68750;3
GYRO;12.255;866787.243;0.53023;1.32069;0.69516;3
MAGN;12.258;866787.253;1.37500;-32.50000;-28.68750;3
ACCE;12.261;866787.258;-2.63362;2.64320;7.50822;3
AHRS;12.268;866787.263;19.0985;9.8219;-175.0489;0.09148;-0.16149;-0.98099;3
MAGN;12.269;866787.263;1.62500;-32.81250;-28.43750;3
GYRO;12.269;866787.263;0.08186;1.34879;0.87354;3
MAGN;12.277;866787.273;1.93750;-32.75000;-28.37500;3
ACCE;12.281;866787.278;-2.29843;2.43251;8.47547;3
AHRS;12.289;866787.283;19.3599;10.9575;-173.8601;0.10295;-0.16210;-0.97899;3
MAGN;12.289;866787.283;1.87500;-33.06250;-28.56250;3
GYRO;12.290;866787.283;-0.15882;1.31458;0.96639;3
MAGN;12.297;866787.293;2.18750;-33.18750;-28.81250;3
ACCE;12.301;866787.298;-1.79086;2.50912;8.88728;3
AHRS;12.309;866787.303;19.1526;11.9654;-172.7113;0.11309;-0.15859;-0.97761;3
MAGN;12.309;866787.303;2.00000;-33.06250;-29.12500;3
GYRO;12.310;866787.303;-0.25412;1.06046;0.96150;3
LIGH;12.313;866787.308;874.0;3
MAGN;12.317;866787.313;2.18750;-33.18750;-28.81250;3
ACCE;12.321;866787.318;-1.38864;2.71981;8.69574;3
AHRS;12.329;866787.323;19.0917;12.7252;-171.3750;0.12137;-0.15613;-0.97592;3
MAGN;12.330;866787.323;2.43750;-33.18750;-29.12500;3
GYRO;12.330;866787.323;-0.30299;0.73182;0.94318;3
MAGN;12.337;866787.333;2.43750;-33.06250;-29.12500;3
ACCE;12.341;866787.338;-0.83318;3.00712;7.51779;3
AHRS;12.349;866787.343;19.2048;12.5968;-170.2914;0.12181;-0.15606;-0.97497;3
MAGN;12.350;866787.343;2.06250;-33.06250;-28.81250;3
GYRO;12.351;866787.343;-0.50091;0.41417;0.87965;3
MAGN;12.357;866787.353;2.06250;-32.93750;-28.56250;3
ACCE;12.362;866787.358;-0.85234;2.98796;7.74764;3
AHRS;12.369;866787.363;18.8623;12.6783;-169.1060;0.12389;-0.15179;-0.97431;3
MAGN;12.370;866787.363;2.06250;-32.62500;-28.81250;3
GYRO;12.371;866787.363;-0.74403;0.42394;0.79535;3
SOUN;12.376;528.04;0.01611;58.12
MAGN;12.379;866787.373;1.50000;-32.50000;-28.81250;3
ACCE;12.382;866787.378;-1.35033;3.04542;9.41400;3
AHRS;12.390;866787.383;18.1572;12.5004;-168.0483;0.12325;-0.14481;-0.97448;3
MAGN;12.391;866787.383;1.06250;-32.37500;-28.43750;3
GYRO;12.391;866787.383;-0.43127;0.64263;0.76969;3
MAGN;12.397;866787.393;1.50000;-32.31250;-28.25000;3
ACCE;12.401;866787.398;-1.76213;2.78685;9.28950;3
AHRS;12.410;866787.403;17.8703;12.9314;-167.0612;0.12792;-0.14081;-0.97336;3
MAGN;12.411;866787.403;1.37500;-32.18750;-28.25000;3
GYRO;12.411;866787.403;-0.01100;0.74648;0.76969;3
MAGN;12.418;866787.413;1.06250;-31.93750;-28.37500;3
ACCE;12.422;866787.418;-1.41737;2.86347;8.97347;3
AHRS;12.430;866787.423;18.0329;13.1134;-166.2551;0.13059;-0.14108;-0.97199;3
MAGN;12.431;866787.423;1.25000;-31.87500;-28.25000;3
GYRO;12.431;866787.423;0.17593;0.73426;0.74892;3
MAGN;12.437;866787.433;1.93750;-31.87500;-28.25000;3
ACCE;12.441;866787.438;-0.88107;3.16035;8.37971;3
AHRS;12.450;866787.443;18.4372;13.7365;-165.5119;0.13716;-0.14290;-0.96976;3
MAGN;12.450;866787.443;1.81250;-31.75000;-28.56250;3
GYRO;12.451;866787.443;0.21869;0.61697;0.57055;3
MAGN;12.458;866787.453;1.37500;-31.75000;-28.68750;3
ACCE;12.461;866787.458;-0.81403;3.27527;7.95833;3
AHRS;12.469;866787.463;19.0684;13.6431;-165.0107;0.13759;-0.14778;-0.96827;3
MAGN;12.470;866787.463;1.25000;-31.87500;-28.37500;3
GYRO;12.471;866787.463;0.05131;0.35430;0.33475;3
MAGN;12.477;866787.473;0.68750;-31.75000;-28.56250;3
ACCE;12.481;866787.478;-0.71826;3.52426;8.39886;3
AHRS;12.489;866787.483;19.2064;13.8922;-164.5628;0.14040;-0.14808;-0.96717;3
MAGN;12.490;866787.483;0.25000;-31.50000;-29.12500;3
GYRO;12.491;866787.483;-0.03299;0.03421;0.10507;3
MAGN;12.497;866787.493;0.12500;-31.50000;-29.43750;3
ACCE;12.502;866787.498;-0.68953;3.67749;9.06924;3
AHRS;12.511;866787.503;19.3918;13.1748;-164.5545;0.13454;-0.15059;-0.96773;3
MAGN;12.512;866787.503;0.37500;-31.81250;-29.31250;3
GYRO;12.513;866787.503;-0.06597;-0.01100;-0.01588;3
MAGN;12.518;866787.513;0.68750;-31.62500;-29.25000;3
ACCE;12.522;866787.518;-0.50757;4.08930;9.46189;3
AHRS;12.530;866787.523;19.3053;13.1358;-164.5046;0.13419;-0.14985;-0.96785;3
MAGN;12.532;866787.523;1.50000;-32.06250;-29.00000;3
GYRO;12.532;866787.523;0.04887;-0.10263;-0.09163;3
MAGN;12.537;866787.533;1.37500;-32.37500;-28.25000;3
ACCE;12.542;866787.538;-0.92895;4.44364;9.69173;3
AHRS;12.549;866787.543;19.6683;12.6273;-164.6720;0.13003;-0.15379;-0.96808;3
MAGN;12.551;866787.543;1.50000;-32.50000;-28.12500;3
GYRO;12.552;866787.543;0.27245;-0.31643;-0.13928;3
MAGN;12.557;866787.553;1.50000;-32.50000;-28.12500;3
ACCE;12.561;866787.558;-1.24498;4.57771;9.98861;3
AHRS;12.569;866787.563;19.9529;12.4082;-165.0441;0.12795;-0.15691;-0.96835;3
MAGN;12.570;866787.563;1.31250;-32.81250;-28.43750;3
GYRO;12.570;866787.563;0.45693;-0.17837;-0.03421;3
MAGN;12.578;866787.573;1.31250;-32.81250;-28.43750;3
ACCE;12.581;866787.578;-0.69911;4.74052;9.52892;3
AHRS;12.589;866787.583;20.8419;11.5956;-165.2718;0.12160;-0.16574;-0.96806;3
MAGN;12.590;866787.583;1.87500;-33.06250;-28.81250;3
GYRO;12.590;866787.583;0.52657;0.16860;0.07453;3
MAGN;12.598;866787.593;1.75000;-33.37500;-28.43750;3
ACCE;12.601;866787.598;0.20111;4.94163;9.11712;3
AHRS;12.610;866787.603;21.4666;11.8785;-165.4577;0.12429;-0.17088;-0.96693;3
MAGN;12.610;866787.603;1.75000;-33.37500;-28.25000;3
GYRO;12.611;866787.603;0.39828;0.22480;-0.06475;3
MAGN;12.617;866787.613;1.93750;-33.18750;-27.25000;3
ACCE;12.621;866787.618;0.42138;4.84586;9.17458;3
AHRS;12.629;866787.623;22.2629;11.2073;-165.7327;0.11893;-0.17875;-0.96660;3
MAGN;12.630;866787.623;1.50000;-33.37500;-27.12500;3
GYRO;12.631;866787.623;0.15638;-0.07453;-0.35675;3
MAGN;12.637;866787.633;1.06250;-33.25000;-27.12500;3
ACCE;12.642;866787.638;0.00958;4.93206;9.41400;3
AHRS;12.650;866787.643;22.3671;11.3414;-166.2882;0.11928;-0.18005;-0.96694;3
MAGN;12.650;866787.643;1.37500;-33.06250;-27.12500;3
GYRO;12.651;866787.643;0.00489;-0.41661;-0.61942;3
MAGN;12.657;866787.653;1.37500;-32.93750;-26.93750;3
ACCE;12.662;866787.658;-0.93853;4.59687;9.95988;3
LIGH;12.663;866787.658;832.0;3
AHRS;12.670;866787.663;22.3854;10.7359;-167.0847;0.11293;-0.18171;-0.96844;3
MAGN;12.671;866787.663;1.31250;-33.06250;-27.56250;3
GYRO;12.671;866787.663;0.17837;-0.47159;-0.59498;3
MAGN;12.677;866787.673;1.62500;-32.75000;-27.37500;3
ACCE;12.682;866787.678;-0.66080;4.24253;9.03093;3
AHRS;12.690;866787.683;22.4699;10.5409;-167.9523;0.10996;-0.18348;-0.96942;3
MAGN;12.692;866787.683;1.93750;-33.06250;-27.12500;3
GYRO;12.692;866787.683;0.28711;-0.48014;-0.50580;3
MAGN;12.698;866787.693;1.93750;-32.87500;-27.25000;3
ACCE;12.702;866787.698;-0.43096;3.71580;8.51378;3
AHRS;12.710;866787.703;22.6993;9.6990;-168.7049;0.10178;-0.18698;-0.97056;3
MAGN;12.711;866787.703;1.93750;-32.87500;-26.93750;3
GYRO;12.711;866787.703;0.02688;-0.66829;-0.56566;3
MAGN;12.717;866787.713;1.81250;-32.62500;-26.81250;3
ACCE;12.722;866787.718;-0.30646;3.75411;9.87369;3
AHRS;12.730;866787.723;22.6343;9.2786;-169.5457;0.09680;-0.18756;-0.97183;3
MAGN;12.731;866787.723;1.68750;-32.43750;-26.50000;3
GYRO;12.732;866787.723;-0.03421;-0.61575;-0.63774;3
MAGN;12.738;866787.733;1.68750;-32.62500;-26.25000;3
ACCE;12.742;866787.738;-0.10534;3.39977;9.61511;3
AHRS;12.749;866787.743;22.3080;8.2098;-170.4198;0.08610;-0.18641;-0.97402;3
MAGN;12.750;866787.743;1.62500;-33.06250;-26.12500;3
GYRO;12.750;866787.743;0.28222;-0.50946;-0.69639;3
MAGN;12.757;866787.753;1.81250;-33.06250;-26.50000;3
ACCE;12.762;866787.758;-0.16281;3.28484;8.22648;3
AHRS;12.769;866787.763;22.5246;8.0446;-171.4713;0.08309;-0.18916;-0.97460;3
MAGN;12.770;866787.763;1.93750;-33.06250;-26.37500;3
GYRO;12.771;866787.763;0.24312;-0.46548;-0.73670;3
MAGN;12.778;866787.773;2.37500;-33.31250;-26.37500;3
ACCE;12.781;866787.778;0.10534;2.81558;8.31267;3
AHRS;12.789;866787.783;22.3496;7.1617;-172.5231;0.07375;-0.18902;-0.97625;3
MAGN;12.789;866787.783;2.50000;-33.00000;-26.37500;3
GYRO;12.790;866787.783;-0.17226;-0.52412;-0.70127;3
MAGN;12.797;866787.793;2.25000;-32.25000;-26.50000;3
ACCE;12.801;866787.798;0.54588;2.16436;9.83538;3
AHRS;12.809;866787.803;22.0631;6.9647;-173.5206;0.07032;-0.18732;-0.97749;3
MAGN;12.810;866787.803;2.25000;-32.56250;-26.37500;3
GYRO;12.810;866787.803;-0.39706;-0.29688;-0.77824;3
SOUN;12.816;422.97;0.01291;56.20
MAGN;12.818;866787.813;2.37500;-32.87500;-26.50000;3
ACCE;12.821;866787.818;0.28730;1.58017;10.59195;3
AHRS;12.829;866787.823;20.7025;6.3361;-174.5072;0.06290;-0.17660;-0.98062;3
MAGN;12.829;866787.823;2.25000;-32.56250;-26.93750;3
GYRO;12.829;866787.823;-0.11973;-0.05986;-0.88209;3
MAGN;12.837;866787.833;2.25000;-32.31250;-26.81250;3
ACCE;12.841;866787.838;-0.01915;1.45567;9.69173;3
AHRS;12.849;866787.843;20.4546;6.6829;-175.6514;0.06404;-0.17495;-0.98134;3
MAGN;12.849;866787.843;2.93750;-32.37500;-26.50000;3
GYRO;12.849;866787.843;0.03543;-0.02688;-1.02381;3
MAGN;12.857;866787.853;3.25000;-31.93750;-26.31250;3
ACCE;12.861;866787.858;-0.58419;1.54187;8.79151;3
AHRS;12.869;866787.863;19.7456;6.8926;-176.9153;0.06381;-0.16950;-0.98277;3
MAGN;12.870;866787.863;3.56250;-31.75000;-26.50000;3
GYRO;12.871;866787.863;0.02321;-0.11973;-1.13132;3
MAGN;12.878;866787.873;3.56250;-31.75000;-26.31250;3
ACCE;12.881;866787.878;-0.88107;1.74298;8.31267;3
AHRS;12.889;866787.883;19.6136;7.2652;-178.3865;0.06482;-0.16909;-0.98316;3
MAGN;12.891;866787.883;4.25000;-31.75000;-27.18750;3
GYRO;12.891;866787.883;0.01344;-0.24190;-1.20096;3
MAGN;12.898;866787.893;4.50000;-31.75000;-27.31250;3
ACCE;12.901;866787.898;-0.94810;2.20267;7.64229;3
AHRS;12.910;866787.903;19.2828;7.4526;-179.8324;0.06432;-0.16703;-0.98377;3
MAGN;12.911;866787.903;4.93750;-32.06250;-27.62500;3
GYRO;12.911;866787.903;-0.02443;-0.39462;-1.25350;3
MAGN;12.917;866787.913;5.12500;-31.56250;-27.62500;3
ACCE;12.921;866787.918;-1.00556;2.62405;7.37414;3
AHRS;12.930;866787.923;19.0657;7.5558;178.5471;-0.06288;0.16606;0.98411;3
MAGN;12.931;866787.923;5.93750;-31.68750;-27.87500;3
GYRO;12.931;866787.923;-0.03665;-0.45571;-1.29137;3
MAGN;12.937;866787.933;5.81250;-32.00000;-27.62500;3
ACCE;12.941;866787.938;-1.62806;3.05500;7.72848;3
AHRS;12.949;866787.943;19.0009;7.9405;177.0874;-0.06408;0.16634;0.98389;3
MAGN;12.950;866787.943;5.81250;-32.00000;-27.75000;3
GYRO;12.951;866787.943;0.07819;-0.30788;-1.20096;3
MAGN;12.957;866787.953;6.06250;-31.81250;-27.43750;3
ACCE;12.961;866787.958;-2.42293;3.23696;7.88171;3
AHRS;12.969;866787.963;18.8950;8.0884;175.5732;-0.06319;0.16630;0.98369;3
MAGN;12.970;866787.963;6.50000;-32.56250;-27.31250;3
GYRO;12.971;866787.963;0.13683;-0.09407;-0.98960;3
MAGN;12.977;866787.973;6.37500;-32.56250;-26.87500;3
ACCE;12.981;866787.978;-2.85389;3.24654;8.35098;3
AHRS;12.990;866787.983;18.9471;9.1135;174.5361;-0.07045;0.16762;0.98275;3
MAGN;12.991;866787.983;6.50000;-31.93750;-26.56250;3
GYRO;12.991;866787.983;0.13073;0.07819;-0.70983;3
MAGN;12.997;866787.993;7.00000;-31.50000;-26.12500;3
ACCE;13.001;866787.998;-2.61447;3.02627;8.89685;3
AHRS;13.010;866788.003;18.9607;9.5008;173.6283;-0.07244;0.16843;0.98219;3
MAGN;13.011;866788.003;7.12500;-31.50000;-26.43750;3
GYRO;13.011;866788.003;0.07819;0.18815;-0.48625;3
LIGH;13.013;866788.008;783.0;3
MAGN;13.017;866788.013;7.25000;-31.18750;-26.56250;3
ACCE;13.022;866788.018;-2.44209;2.78685;9.13627;3
AHRS;13.029;866788.023;18.7724;10.3064;173.1407;-0.07874;0.16744;0.98174;3
MAGN;13.030;866788.023;7.56250;-30.87500;-26.68750;3
GYRO;13.031;866788.023;0.03910;0.25779;-0.41905;3
MAGN;13.037;866788.033;8.00000;-31.00000;-26.56250;3
ACCE;13.041;866788.038;-2.78685;2.76770;9.37569;3
AHRS;13.049;866788.043;18.7255;10.7790;172.6023;-0.08203;0.16761;0.98125;3
MAGN;13.050;866788.043;8.37500;-31.31250;-27.00000;3
GYRO;13.051;866788.043;-0.07330;0.23457;-0.43738;3
MAGN;13.057;866788.053;8.81250;-31.25000;-27.12500;3
ACCE;13.061;866788.058;-3.62003;2.85389;10.21845;3
AHRS;13.071;866788.063;18.2744;11.8340;172.2806;-0.09092;0.16445;0.98093;3
MAGN;13.072;866788.063;9.06250;-31.43750;-27.25000;3
GYRO;13.073;866788.063;-0.10018;0.02932;-0.41905;3
MAGN;13.077;866788.073;9.25000;-31.56250;-27.25000;3
ACCE;13.081;866788.078;-3.64876;2.86347;10.68772;3
AHRS;13.089;866788.083;18.0590;12.0307;171.7758;-0.09204;0.16310;0.98082;3
MAGN;13.090;866788.083;9.18750;-31.68750;-27.56250;3
GYRO;13.091;866788.083;0.25656;-0.17471;-0.27978;3
MAGN;13.097;866788.093;8.93750;-31.75000;-27.68750;3
ACCE;13.101;866788.098;-3.68707;3.05500;10.13226;3
AHRS;13.110;866788.103;18.1426;12.5936;171.5538;-0.09647;0.16426;0.98014;3
MAGN;13.110;866788.103;8.81250;-31.12500;-27.56250;3
GYRO;13.110;866788.103;0.36530;-0.01344;-0.15027;3
MAGN;13.117;866788.113;8.93750;-31.00000;-27.25000;3
ACCE;13.121;866788.118;-3.99353;3.17950;9.69173;3
AHRS;13.129;866788.123;18.5152;12.6370;171.3273;-0.09622;0.16765;0.97951;3
MAGN;13.130;866788.123;9.12500;-30.93750;-27.12500;3
GYRO;13.130;866788.123;0.32132;0.10873;0.00489;3
MAGN;13.138;866788.133;9.12500;-30.68750;-27.06250;3
ACCE;13.141;866788.138;-4.04141;3.41892;9.75877;3
AHRS;13.148;866788.143;18.8349;13.4906;171.4153;-0.10339;0.17071;0.97838;3
MAGN;13.149;866788.143;9.56250;-30.50000;-26.93750;3
GYRO;13.149;866788.143;0.26145;0.15272;0.15149;3
MAGN;13.157;866788.153;9.68750;-31.25000;-26.68750;3
ACCE;13.161;866788.158;-3.91691;3.56257;9.72046;3
AHRS;13.169;866788.163;19.1651;13.6331;171.5147;-0.10449;0.17350;0.97786;3
MAGN;13.169;866788.163;9.50000;-31.56250;-26.81250;3
GYRO;13.169;866788.163;0.22846;0.20159;0.27855;3
MAGN;13.177;866788.173;9.81250;-31.06250;-26.81250;3
ACCE;13.181;866788.178;-3.79242;3.34231;9.27993;3
AHRS;13.189;866788.183;19.4077;14.4158;171.9245;-0.11159;0.17552;0.97696;3
MAGN;13.189;866788.183;9.81250;-31.68750;-26.81250;3
GYRO;13.189;866788.183;0.13195;0.35675;0.37141;3
MAGN;13.197;866788.193;9.37500;-31.68750;-26.93750;3
ACCE;13.201;866788.198;-3.77326;3.07416;9.06924;3
AHRS;13.209;866788.203;19.6631;14.6564;172.3849;-0.11416;0.17733;0.97655;3
MAGN;13.209;866788.203;8.93750;-31.56250;-27.37500;3
GYRO;13.210;866788.203;-0.02810;0.44227;0.44593;3
MAGN;13.217;866788.213;8.81250;-31.56250;-27.12500;3
ACCE;13.221;866788.218;-3.67749;2.60489;9.41400;3
AHRS;13.229;866788.223;19.3943;15.4685;173.0500;-0.12229;0.17464;0.97632;3
MAGN;13.229;866788.223;8.50000;-31.87500;-27.43750;3
GYRO;13.230;866788.223;-0.11973;0.42150;0.45815;3
MAGN;13.237;866788.233;8.50000;-31.75000;-27.12500;3
ACCE;13.241;866788.238;-3.57215;2.33674;9.60554;3
AHRS;13.249;866788.243;19.4072;15.6661;173.7956;-0.12510;0.17400;0.97631;3
MAGN;13.249;866788.243;8.50000;-32.00000;-26.68750;3
GYRO;13.250;866788.243;-0.05986;0.36408;0.47647;3
MAGN;13.257;866788.253;8.81250;-32.12500;-26.12500;3
ACCE;13.261;866788.258;-3.13162;2.25055;9.27035;3
AHRS;13.269;866788.263;19.0932;16.1053;174.4446;-0.13002;0.17072;0.97641;3
MAGN;13.269;866788.263;9.06250;-32.12500;-25.68750;3
GYRO;13.270;866788.263;0.04154;0.34208;0.46914;3
MAGN;13.277;866788.273;8.93750;-32.43750;-24.68750;3
ACCE;13.281;866788.278;-3.07416;2.26970;8.40844;3
AHRS;13.289;866788.283;19.2886;16.3037;175.0173;-0.13245;0.17176;0.97601;3
MAGN;13.289;866788.283;8.93750;-32.87500;-24.50000;3
GYRO;13.290;866788.283;0.06720;0.34819;0.44593;3
MAGN;13.297;866788.293;8.50000;-32.75000;-24.68750;3
ACCE;13.301;866788.298;-3.46680;2.26013;7.66145;3
AHRS;13.309;866788.303;19.2327;17.2424;175.6842;-0.14147;0.17061;0.97506;3
MAGN;13.309;866788.303;8.25000;-32.75000;-24.56250;3
GYRO;13.310;866788.303;-0.03543;0.43738;0.48747;3
MAGN;13.317;866788.313;7.93750;-32.43750;-24.81250;3
ACCE;13.321;866788.318;-4.09887;2.26013;7.36456;3
AHRS;13.329;866788.323;19.3611;17.4701;176.4430;-0.14447;0.17077;0.97465;3
MAGN;13.329;866788.323;8.06250;-32.18750;-25.37500;3
GYRO;13.329;866788.323;-0.23457;0.54734;0.60353;3
MAGN;13.337;866788.333;7.81250;-31.75000;-25.25000;3
ACCE;13.341;866788.338;-4.18506;2.23140;7.66145;3
AHRS;13.349;866788.343;18.9933;18.5938;177.4067;0.15561;-0.16639;-0.97369;3
MAGN;13.349;866788.343;8.25000;-31.87500;-24.81250;3
GYRO;13.349;866788.343;-0.48991;0.59010;0.77946;3
MAGN;13.357;866788.353;8.12500;-31.68750;-24.68750;3
ACCE;13.361;866788.358;-3.83072;2.11647;8.65743;3
LIGH;13.363;866788.358;770.0;3
SOUN;13.367;429.17;0.01310;56.32
AHRS;13.368;866788.363;18.7475;18.8617;178.6089;0.15971;-0.16262;-0.97356;3
MAGN;13.369;866788.363;7.81250;-31.87500;-24.81250;3
GYRO;13.369;866788.363;-0.64874;0.50457;0.93462;3
MAGN;13.377;866788.373;7.81250;-32.00000;-24.81250;3
ACCE;13.381;866788.378;-3.24654;2.18351;9.25119;3
AHRS;13.389;866788.383;18.0716;18.9841;179.9257;0.16276;-0.15501;-0.97408;3
MAGN;13.389;866788.383;7.81250;-31.87500;-24.81250;3
GYRO;13.390;866788.383;-0.41417;0.39706;0.88942;3
MAGN;13.397;866788.393;7.37500;-31.87500;-24.93750;3
ACCE;13.402;866788.398;-2.92093;2.71024;8.72447;3
AHRS;13.409;866788.403;17.9518;19.0246;-178.7888;0.16485;-0.15214;-0.97385;3
MAGN;13.410;866788.403;7.37500;-31.62500;-25.25000;3
GYRO;13.410;866788.403;-0.15272;0.28344;0.86010;3
MAGN;13.417;866788.413;7.56250;-31.62500;-25.37500;3
ACCE;13.421;866788.418;-2.66235;3.18908;7.94875;3
AHRS;13.429;866788.423;18.3243;18.9428;-177.7620;0.16549;-0.15386;-0.97308;3
MAGN;13.429;866788.423;6.93750;-31.93750;-25.43750;3
GYRO;13.429;866788.423;-0.04520;0.19914;0.88453;3
MAGN;13.437;866788.433;6.68750;-31.62500;-25.25000;3
ACCE;13.441;866788.438;-1.99198;3.42850;7.69975;3
AHRS;13.449;866788.443;18.5992;18.8054;-176.6465;0.16582;-0.15464;-0.97241;3
MAGN;13.449;866788.443;6.68750;-32.06250;-25.43750;3
GYRO;13.449;866788.443;0.05009;0.08919;0.80512;3
MAGN;13.457;866788.453;6.06250;-32.68750;-25.75000;3
